order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
22,2,prior,12,1,9,28.0
22,2,prior,12,1,9,28.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
23,2,prior,13,4,11,30.0
24,2,prior,14,3,10,13.0
24,2,prior,14,3,10,13.0
24,2,prior,14,3,10,13.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
25,2,train,15,1,11,30.0
26,3,prior,1,1,14,
26,3,prior,1,1,14,
26,3,prior,1,1,14,
26,3,prior,1,1,14,
26,3,prior,1,1,14,
26,3,prior,1,1,14,
26,3,prior,1,1,14,
26,3,prior,1,1,14,
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
27,3,prior,2,3,19,9.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
28,3,prior,3,3,16,21.0
29,3,prior,4,2,18,20.0
29,3,prior,4,2,18,20.0
29,3,prior,4,2,18,20.0
29,3,prior,4,2,18,20.0
29,3,prior,4,2,18,20.0
30,3,prior,5,0,17,12.0
30,3,prior,5,0,17,12.0
30,3,prior,5,0,17,12.0
31,3,prior,6,0,16,7.0
31,3,prior,6,0,16,7.0
31,3,prior,6,0,16,7.0
31,3,prior,6,0,16,7.0
31,3,prior,6,0,16,7.0
31,3,prior,6,0,16,7.0
31,3,prior,6,0,16,7.0
31,3,prior,6,0,16,7.0
31,3,prior,6,0,16,7.0
31,3,prior,6,0,16,7.0
32,3,prior,7,0,15,7.0
32,3,prior,7,0,15,7.0
32,3,prior,7,0,15,7.0
32,3,prior,7,0,15,7.0
32,3,prior,7,0,15,7.0
32,3,prior,7,0,15,7.0
32,3,prior,7,0,15,7.0
32,3,prior,7,0,15,7.0
32,3,prior,7,0,15,7.0
33,3,prior,8,0,17,7.0
33,3,prior,8,0,17,7.0
33,3,prior,8,0,17,7.0
33,3,prior,8,0,17,7.0
33,3,prior,8,0,17,7.0
33,3,prior,8,0,17,7.0
33,3,prior,8,0,17,7.0
33,3,prior,8,0,17,7.0
33,3,prior,8,0,17,7.0
35,3,prior,10,3,16,17.0
35,3,prior,10,3,16,17.0
35,3,prior,10,3,16,17.0
35,3,prior,10,3,16,17.0
35,3,prior,10,3,16,17.0
37,3,prior,12,1,15,15.0
37,3,prior,12,1,15,15.0
37,3,prior,12,1,15,15.0
39,4,prior,1,6,11,
39,4,prior,1,6,11,
39,4,prior,1,6,11,
39,4,prior,1,6,11,
39,4,prior,1,6,11,
40,4,prior,2,4,11,19.0
40,4,prior,2,4,11,19.0
40,4,prior,2,4,11,19.0
40,4,prior,2,4,11,19.0
41,4,prior,3,4,15,21.0
41,4,prior,3,4,15,21.0
42,4,prior,4,5,13,15.0
42,4,prior,4,5,13,15.0
42,4,prior,4,5,13,15.0
43,4,prior,5,5,13,0.0
43,4,prior,5,5,13,0.0
43,4,prior,5,5,13,0.0
43,4,prior,5,5,13,0.0
43,4,prior,5,5,13,0.0
43,4,prior,5,5,13,0.0
43,4,prior,5,5,13,0.0
44,4,test,6,3,12,30.0
44,4,test,6,3,12,30.0
44,4,test,6,3,12,30.0
44,4,test,6,3,12,30.0
44,4,test,6,3,12,30.0
44,4,test,6,3,12,30.0
44,4,test,6,3,12,30.0
44,4,test,6,3,12,30.0
44,4,test,6,3,12,30.0
44,4,test,6,3,12,30.0
45,5,prior,1,3,12,
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
46,5,prior,2,0,16,11.0
47,5,prior,3,3,18,10.0
47,5,prior,3,3,18,10.0
47,5,prior,3,3,18,10.0
47,5,prior,3,3,18,10.0
47,5,prior,3,3,18,10.0
48,5,prior,4,1,18,19.0
48,5,prior,4,1,18,19.0
48,5,prior,4,1,18,19.0
48,5,prior,4,1,18,19.0
48,5,prior,4,1,18,19.0
48,5,prior,4,1,18,19.0
48,5,prior,4,1,18,19.0
48,5,prior,4,1,18,19.0
49,5,train,5,0,11,6.0
49,5,train,5,0,11,6.0
49,5,train,5,0,11,6.0
49,5,train,5,0,11,6.0
50,6,prior,1,5,18,
50,6,prior,1,5,18,
50,6,prior,1,5,18,
50,6,prior,1,5,18,
50,6,prior,1,5,18,
50,6,prior,1,5,18,
50,6,prior,1,5,18,
51,6,prior,2,4,16,6.0
51,6,prior,2,4,16,6.0
51,6,prior,2,4,16,6.0
51,6,prior,2,4,16,6.0
51,6,prior,2,4,16,6.0
51,6,prior,2,4,16,6.0
51,6,prior,2,4,16,6.0
51,6,prior,2,4,16,6.0
51,6,prior,2,4,16,6.0
52,6,prior,3,2,18,12.0
52,6,prior,3,2,18,12.0
52,6,prior,3,2,18,12.0
52,6,prior,3,2,18,12.0
52,6,prior,3,2,18,12.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
53,6,test,4,3,16,22.0
54,7,prior,1,3,9,
54,7,prior,1,3,9,
54,7,prior,1,3,9,
54,7,prior,1,3,9,
54,7,prior,1,3,9,
54,7,prior,1,3,9,
54,7,prior,1,3,9,
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
55,7,prior,2,1,19,30.0
56,7,prior,3,0,18,30.0
56,7,prior,3,0,18,30.0
56,7,prior,3,0,18,30.0
56,7,prior,3,0,18,30.0
56,7,prior,3,0,18,30.0
56,7,prior,3,0,18,30.0
56,7,prior,3,0,18,30.0
56,7,prior,3,0,18,30.0
56,7,prior,3,0,18,30.0
56,7,prior,3,0,18,30.0
57,7,prior,4,2,10,9.0
57,7,prior,4,2,10,9.0
57,7,prior,4,2,10,9.0
57,7,prior,4,2,10,9.0
57,7,prior,4,2,10,9.0
57,7,prior,4,2,10,9.0
57,7,prior,4,2,10,9.0
58,7,prior,5,5,18,3.0
58,7,prior,5,5,18,3.0
58,7,prior,5,5,18,3.0
58,7,prior,5,5,18,3.0
58,7,prior,5,5,18,3.0
58,7,prior,5,5,18,3.0
59,7,prior,6,1,18,10.0
59,7,prior,6,1,18,10.0
59,7,prior,6,1,18,10.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
60,7,prior,7,1,15,7.0
61,7,prior,8,2,12,8.0
61,7,prior,8,2,12,8.0
61,7,prior,8,2,12,8.0
61,7,prior,8,2,12,8.0
61,7,prior,8,2,12,8.0
61,7,prior,8,2,12,8.0
61,7,prior,8,2,12,8.0
61,7,prior,8,2,12,8.0
61,7,prior,8,2,12,8.0
61,7,prior,8,2,12,8.0
61,7,prior,8,2,12,8.0
61,7,prior,8,2,12,8.0
62,7,prior,9,6,7,4.0
62,7,prior,9,6,7,4.0
62,7,prior,9,6,7,4.0
62,7,prior,9,6,7,4.0
62,7,prior,9,6,7,4.0
62,7,prior,9,6,7,4.0
62,7,prior,9,6,7,4.0
63,7,prior,10,1,20,9.0
63,7,prior,10,1,20,9.0
63,7,prior,10,1,20,9.0
63,7,prior,10,1,20,9.0
63,7,prior,10,1,20,9.0
63,7,prior,10,1,20,9.0
63,7,prior,10,1,20,9.0
63,7,prior,10,1,20,9.0
63,7,prior,10,1,20,9.0
63,7,prior,10,1,20,9.0
64,7,prior,11,0,15,6.0
64,7,prior,11,0,15,6.0
64,7,prior,11,0,15,6.0
64,7,prior,11,0,15,6.0
64,7,prior,11,0,15,6.0
65,7,prior,12,0,14,7.0
65,7,prior,12,0,14,7.0
65,7,prior,12,0,14,7.0
66,7,prior,13,5,15,5.0
66,7,prior,13,5,15,5.0
66,7,prior,13,5,15,5.0
66,7,prior,13,5,15,5.0
66,7,prior,13,5,15,5.0
66,7,prior,13,5,15,5.0
67,7,prior,14,1,13,17.0
67,7,prior,14,1,13,17.0
67,7,prior,14,1,13,17.0
67,7,prior,14,1,13,17.0
67,7,prior,14,1,13,17.0
67,7,prior,14,1,13,17.0
67,7,prior,14,1,13,17.0
67,7,prior,14,1,13,17.0
68,7,prior,15,3,16,2.0
68,7,prior,15,3,16,2.0
68,7,prior,15,3,16,2.0
68,7,prior,15,3,16,2.0
68,7,prior,15,3,16,2.0
68,7,prior,15,3,16,2.0
68,7,prior,15,3,16,2.0
68,7,prior,15,3,16,2.0
68,7,prior,15,3,16,2.0
69,7,prior,16,0,13,11.0
69,7,prior,16,0,13,11.0
69,7,prior,16,0,13,11.0
69,7,prior,16,0,13,11.0
69,7,prior,16,0,13,11.0
69,7,prior,16,0,13,11.0
69,7,prior,16,0,13,11.0
69,7,prior,16,0,13,11.0
69,7,prior,16,0,13,11.0
69,7,prior,16,0,13,11.0
69,7,prior,16,0,13,11.0
70,7,prior,17,0,10,28.0
70,7,prior,17,0,10,28.0
70,7,prior,17,0,10,28.0
70,7,prior,17,0,10,28.0
71,7,prior,18,0,9,7.0
71,7,prior,18,0,9,7.0
71,7,prior,18,0,9,7.0
71,7,prior,18,0,9,7.0
71,7,prior,18,0,9,7.0
71,7,prior,18,0,9,7.0
71,7,prior,18,0,9,7.0
71,7,prior,18,0,9,7.0
71,7,prior,18,0,9,7.0
71,7,prior,18,0,9,7.0
72,7,prior,19,3,12,3.0
72,7,prior,19,3,12,3.0
72,7,prior,19,3,12,3.0
72,7,prior,19,3,12,3.0
72,7,prior,19,3,12,3.0
72,7,prior,19,3,12,3.0
72,7,prior,19,3,12,3.0
72,7,prior,19,3,12,3.0
72,7,prior,19,3,12,3.0
72,7,prior,19,3,12,3.0
72,7,prior,19,3,12,3.0
73,7,prior,20,3,9,7.0
73,7,prior,20,3,9,7.0
73,7,prior,20,3,9,7.0
73,7,prior,20,3,9,7.0
74,7,train,21,2,11,6.0
74,7,train,21,2,11,6.0
74,7,train,21,2,11,6.0
74,7,train,21,2,11,6.0
74,7,train,21,2,11,6.0
74,7,train,21,2,11,6.0
74,7,train,21,2,11,6.0
74,7,train,21,2,11,6.0
74,7,train,21,2,11,6.0
74,7,train,21,2,11,6.0
74,7,train,21,2,11,6.0
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
75,8,prior,1,6,0,
76,8,prior,2,1,8,30.0
76,8,prior,2,1,8,30.0
76,8,prior,2,1,8,30.0
76,8,prior,2,1,8,30.0
76,8,prior,2,1,8,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
77,8,prior,3,5,0,30.0
78,8,train,4,1,14,10.0
78,8,train,4,1,14,10.0
78,8,train,4,1,14,10.0
78,8,train,4,1,14,10.0
78,8,train,4,1,14,10.0
79,9,prior,1,1,17,
79,9,prior,1,1,17,
79,9,prior,1,1,17,
79,9,prior,1,1,17,
79,9,prior,1,1,17,
79,9,prior,1,1,17,
79,9,prior,1,1,17,
79,9,prior,1,1,17,
80,9,prior,2,0,14,6.0
80,9,prior,2,0,14,6.0
80,9,prior,2,0,14,6.0
80,9,prior,2,0,14,6.0
80,9,prior,2,0,14,6.0
80,9,prior,2,0,14,6.0
80,9,prior,2,0,14,6.0
81,9,prior,3,5,12,30.0
81,9,prior,3,5,12,30.0
81,9,prior,3,5,12,30.0
81,9,prior,3,5,12,30.0
81,9,prior,3,5,12,30.0
81,9,prior,3,5,12,30.0
81,9,prior,3,5,12,30.0
81,9,prior,3,5,12,30.0
81,9,prior,3,5,12,30.0
81,9,prior,3,5,12,30.0
81,9,prior,3,5,12,30.0
82,9,train,4,6,10,30.0
82,9,train,4,6,10,30.0
82,9,train,4,6,10,30.0
82,9,train,4,6,10,30.0
82,9,train,4,6,10,30.0
82,9,train,4,6,10,30.0
82,9,train,4,6,10,30.0
82,9,train,4,6,10,30.0
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
83,10,prior,1,2,14,
84,10,prior,2,5,15,30.0
84,10,prior,2,5,15,30.0
84,10,prior,2,5,15,30.0
84,10,prior,2,5,15,30.0
84,10,prior,2,5,15,30.0
84,10,prior,2,5,15,30.0
84,10,prior,2,5,15,30.0
84,10,prior,2,5,15,30.0
84,10,prior,2,5,15,30.0
85,10,prior,3,3,19,12.0
85,10,prior,3,3,19,12.0
85,10,prior,3,3,19,12.0
85,10,prior,3,3,19,12.0
85,10,prior,3,3,19,12.0
85,10,prior,3,3,19,12.0
85,10,prior,3,3,19,12.0
85,10,prior,3,3,19,12.0
85,10,prior,3,3,19,12.0
86,10,prior,4,3,15,14.0
86,10,prior,4,3,15,14.0
86,10,prior,4,3,15,14.0
86,10,prior,4,3,15,14.0
86,10,prior,4,3,15,14.0
86,10,prior,4,3,15,14.0
86,10,prior,4,3,15,14.0
86,10,prior,4,3,15,14.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
87,10,prior,5,5,20,23.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
88,10,train,6,0,19,30.0
89,11,prior,1,0,11,
89,11,prior,1,0,11,
89,11,prior,1,0,11,
89,11,prior,1,0,11,
89,11,prior,1,0,11,
90,11,prior,2,5,11,12.0
90,11,prior,2,5,11,12.0
90,11,prior,2,5,11,12.0
90,11,prior,2,5,11,12.0
90,11,prior,2,5,11,12.0
91,11,prior,3,5,10,14.0
91,11,prior,3,5,10,14.0
91,11,prior,3,5,10,14.0
91,11,prior,3,5,10,14.0
91,11,prior,3,5,10,14.0
91,11,prior,3,5,10,14.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
92,11,prior,4,5,13,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
93,11,prior,5,5,11,30.0
94,11,prior,6,5,11,7.0
94,11,prior,6,5,11,7.0
94,11,prior,6,5,11,7.0
94,11,prior,6,5,11,7.0
95,11,prior,7,5,9,30.0
95,11,prior,7,5,9,30.0
95,11,prior,7,5,9,30.0
